Name	Class	Joined	Job	TicketCost	Age	Gender	Survived	Department
"WOODFORD, Mr Frederick Ernest"	Crew	Southampton	Greaser	0	40	Male	False	Engineering
"WORTHMAN, Mr William Henry"	Crew	Southampton	Fireman	0	37	Male	False	Engineering
"WYETH, Mr James Robert"	Crew	Southampton	Fireman	0	26	Male	False	Engineering
"YOUNG, Mr Francis James"	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"ABBOTT, Mr Ernest Owen"	Crew	Southampton	Lounge Pantry Steward	0	21	Male	False	Victualling
"AHIER, Mr Percy Snowden"	Crew	Southampton	Saloon Steward	0	20	Male	False	Victualling
"AKERMAN, Mr Albert Edward"	Crew	Southampton	3rd Class Steward	0	31	Male	False	Victualling
"AKERMAN, Mr Joseph Francis"	Crew	Southampton	Assistant Pantryman Steward	0	35	Male	False	Victualling
"ALLEN, Mr George"	Crew	Southampton	Scullion	0	26	Male	False	Victualling
"ALLEN, Mr Robert Spencer"	Crew	Southampton	Bedroom Steward (1st Class)	0	36	Male	False	Victualling
"ALLEN, Mr Frederick"	Crew	Southampton	Lift Steward	0	17	Male	False	Victualling
"ALLSOP, Mr Frank Richard"	Crew	Belfast	Saloon Steward	0	41	Male	False	Victualling
"ANDERSON, Mr Walter Yuill"	Crew	Southampton	Bed Room Steward	0	48	Male	False	Victualling
"ANDREWS, Mr Charles Edward"	Crew	Southampton	Saloon Steward (2nd class)	0	19	Male	True	Victualling
"ASHCROFT, Mr Austin Aloysius"	Crew	Southampton	Clerk	0	26	Male	False	Victualling
"ASHE, Mr Henry Wellesley"	Crew	Southampton	Glory hole steward (3rd class)	0	41	Male	False	Victualling
"AYLING, Mr Edwin George"	Crew	Southampton	Assistant Vegetable Cook	0	22	Male	False	Victualling
"BACK, Mr Charles Frederick"	Crew	Belfast	Assistant Lounge Steward	0	32	Male	False	Victualling
"BAGGOTT, Mr Allen Marden"	Crew	Southampton	Saloon Steward	0	28	Male	True	Victualling
"BAGLEY, Mr Edward Henry"	Crew	Southampton	Saloon Steward	0	33	Male	False	Victualling
"BAILEY, Mr George Francis"	Crew	Belfast	Saloon Steward	0	36	Male	False	Victualling
"BALL, Mr Percy"	Crew	Southampton	Plate Steward	0	19	Male	True	Victualling
"BARKER, Mr Albert Vale"	Crew	Southampton	Baker	0	19	Male	False	Victualling
"BARKER, Mr Ernest Thomas"	Crew	Southampton	Saloon Steward (1st class)	0	40	Male	False	Victualling
"BARKER, Mr Reginald Lomond"	Crew	Belfast	"Second Purser, 1st Class"	0	40	Male	False	Victualling
"BARLOW, Mr George"	Crew	Southampton	Bed Room Steward	0	36	Male	False	Victualling
"BARNES, Mr Frederick Charles"	Crew	Southampton	Assistant baker	0	39	Male	False	Victualling
"BARRATT, Mr Arthur"	Crew	Southampton	Bell Boy	0	15	Male	False	Victualling
"BARRINGER, Mr Arthur William"	Crew	Belfast	Saloon Steward (1st class)	0	33	Male	False	Victualling
"BARROW, Mr Charles Henry John Barrow"	Crew	Southampton	Assistant butcher	0	35	Male	False	Victualling
"BARROWS, Mr William"	Crew	Southampton	Saloon Steward	0	32	Male	False	Victualling
"BARTON, Mr Sidney John"	Crew	Southampton	3rd Class Steward	0	26	Male	False	Victualling
"BAXTER, Mr Harry Ross"	Crew	Southampton	3rd Class Steward	0	53	Male	False	Victualling
"BAXTER, Mr Thomas Ferguson"	Crew	Southampton	Linen Steward (1st class)	0	55	Male	False	Victualling
"BEDFORD, Mr William Barnett"	Crew	Southampton	Assistant Roast Cook	0	31	Male	False	Victualling
"BEEDEM, Mr George Arthur"	Crew	Southampton	2nd Class Bedroom Steward	0	34	Male	False	Victualling
"BEERE, Mr William"	Crew	Southampton	Kitchen Porter	0	19	Male	False	Victualling
"BENHAM, Mr Fred John"	Crew	Southampton	Saloon Steward (2nd class)	0	29	Male	False	Victualling
"BENNETT, Mrs Mabel"	Crew	Southampton	Stewardess	0	33	Female	True	Victualling
"BESSANT, Mr Edward"	Crew	Southampton	1st class baggage steward	0	31	Male	False	Victualling
"BEST, Mr Edwin Alfred"	Crew	Belfast	Saloon Steward (1st class)	0	38	Male	False	Victualling
"BISHOP, Mr Walter Alexander"	Crew	Belfast	1st Class Bedroom Steward	0	33	Male	False	Victualling
"BLISS, Mrs Emma"	Crew	Southampton	Stewardess	0	45	Female	True	Victualling
"BOCHATAY, Mr Alexis Joseph"	Crew	Southampton	Chef	0	30	Male	False	Victualling
"BOGIE, Mr Norman Leslie"	Crew	Southampton	2nd Class Bedroom Steward	0	59	Male	False	Victualling
"BOND, Mr William John"	Crew	Belfast	Bed Room Steward	0	40	Male	False	Victualling
"BOOTHBY, Mr Walter Thomas"	Crew	Southampton	2nd Class Bedroom Steward	0	37	Male	False	Victualling
"BOSTON, Mr William John"	Crew	Belfast	Assistant Deck Steward (1st Class)	0	31	Male	False	Victualling
"BOUGHTON, Mr Bernard John"	Crew	Southampton	First class saloon steward	0	24	Male	False	Victualling
"BOYD, Mr John"	Crew	Southampton	Saloon Steward (1st class)	0	36	Male	False	Victualling
"BOYES, Mr John Henry"	Crew	Belfast	Saloon Steward (1st class)	0	36	Male	False	Victualling
"BRADSHAW, Mr John Albert Perkin"	Crew	Southampton	Plate Steward (1st Class)	0	43	Male	False	Victualling
"BREWSTER, Mr George Henry"	Crew	Belfast	Bedroom Steward (1st Class)	0	48	Male	False	Victualling
"BRIDE, Mr Harold Sydney"	Crew	Belfast	Assistant Telegraphist	0	22	Male	True	Victualling
"BRISTOW, Mr Robert Charles"	Crew	Southampton	3rd Class Steward	0	31	Male	False	Victualling
"BRISTOW, Mr Harry"	Crew	Southampton	Saloon Steward	0	33	Male	False	Victualling
"BROOKMAN, Mr John Cress"	Crew	Southampton	3rd Class Steward	0	27	Male	False	Victualling
"BROOM, Mr Herbert George"	Crew	Belfast	Bath Steward	0	33	Male	False	Victualling
"BROOME, Mr Athol Frederick"	Crew	Southampton	Verandah Steward (1st Class)	0	30	Male	False	Victualling
"BROWN, Mr Edward"	Crew	Belfast	Saloon Steward	0	34	Male	True	Victualling
"BROWN, Mr Walter James"	Crew	Belfast	Saloon Steward (1st class)	0	40	Male	False	Victualling
"BUCKLEY, Mr H. E."	Crew	Southampton	Assistant Vegetable Cook	0	34	Male	False	Victualling
"BULL, Mr W."	Crew	Southampton	Scullion	0	30	Male	False	Victualling
"BULLEY, Mr Henry Ashburnham"	Crew	Southampton	Boots Steward (2nd class)	0	21	Male	False	Victualling
"BUNNELL, Mr Wilfred James"	Crew	Belfast	Plate Steward	0	20	Male	False	Victualling
"BURGESS, Mr Charles"	Crew	Southampton	Extra 3rd. Baker	0	18	Male	True	Victualling
"BURKE, Mr Richard Edward"	Crew	Belfast	Lounge Steward (1st class)	0	30	Male	False	Victualling
"BURKE, Mr William"	Crew	Belfast	Saloon Steward	0	31	Male	True	Victualling
"BURR, Mr Ewart Sydenham"	Crew	Southampton	Saloon Steward (1st class)	0	29	Male	False	Victualling
"BURRAGE, Mr Arthur Victor Edwards"	Crew	Southampton	Plate Steward	0	20	Male	True	Victualling
"BUTT, Mr Robert Henry"	Crew	Southampton	Saloon Steward	0	21	Male	False	Victualling
"BUTTERWORTH, Mr John"	Crew	Southampton	Saloon Steward	0	23	Male	False	Victualling
"BYRNE, Mr James Edward"	Crew	Southampton	Bedroom Steward (2nd Class)	0	38	Male	False	Victualling
"CAMPBELL, Mr Donald S."	Crew	Southampton	3rd Class Clerk	0	25	Female	False	Victualling
"CARNEY, Mr William"	Crew	Southampton	Lift Steward	0	31	Male	False	Victualling
"CARTWRIGHT, Mr James Edward"	Crew	Belfast	Saloon Steward	0	32	Male	False	Victualling
"CASSWILL, Mr Charles"	Crew	Southampton	Saloon Steward	0	34	Male	False	Victualling
"CATON, Miss Annie"	Crew	Southampton	Turkish Bath Stewardess	0	33	Female	True	Victualling
"CAUNT, Mr William Ewart"	Crew	Southampton	Grill Cook	0	27	Male	False	Victualling
"CAVE, Mr Herbert"	Crew	Belfast	Saloon Steward (1st class)	0	39	Male	False	Victualling
"CECIL, Mr Charles Thomas"	Crew	Southampton	Steward	0	21	Male	False	Victualling
"CHAPMAN, Mr Joseph Charles"	Crew	Southampton	"Boots steward, 2nd class"	0	32	Male	True	Victualling
"CHARMAN, Mr John James"	Crew	Southampton	Saloon Steward (2nd class)	0	25	Male	False	Victualling
"CHEVERTON, Mr William Frederick"	Crew	Belfast	Saloon Steward (1st class)	0	27	Male	False	Victualling
"CHITTY, Mr Archibald George"	Crew	Southampton	Third Class Steward	0	28	Male	False	Victualling
"CHITTY, Mr George Henry"	Crew	Southampton	Baker	0	50	Male	False	Victualling
"CHRISTMAS, Mr Herbert Harry"	Crew	Southampton	Assistant Saloon Steward (2nd class)	0	33	Male	False	Victualling
"COLEMAN, Mr Albert Edward"	Crew	Southampton	Saloon Steward (1st class)	0	28	Male	False	Victualling
"COLGAN, Mr E. Joseph"	Crew	Southampton	Scullion	0	33	Male	True	Victualling
"COLLINS, Mr John"	Crew	Southampton	Scullion	0	17	Male	True	Victualling
"CONWAY, Mr Percy Walter"	Crew	Belfast	Saloon Steward (2nd class)	0	24	Male	False	Victualling
"COOK, Mr George"	Crew	Southampton	Saloon Steward	0	32	Male	False	Victualling
"COOMBS, Mr Charles Augustus"	Crew	Southampton	Assistant Cook	0	44	Male	False	Victualling
"CORBEN, Mr Ernest Theodore"	Crew	Southampton	Assistant Printer Steward	0	27	Male	False	Victualling
"COX, Mr William Denton"	Crew	Southampton	Third class steward	0	29	Male	False	Victualling
"CRAFTER, Mr Frederick Horace"	Crew	Southampton	Saloon Steward (1st class)	0	20	Male	True	Victualling
"CRAWFORD, Mr Alfred George"	Crew	Belfast	Bed Room Steward	0	43	Male	True	Victualling
"CRISP, Mr Albert Hector"	Crew	Belfast	Saloon Steward	0	39	Male	False	Victualling
"CRISPIN, Mr William"	Crew	Southampton	Glory Hole Steward	0	32	Male	False	Victualling
"CROSBIE, Mr John Borthwick"	Crew	Southampton	Turkish Bath Attendant	0	44	Male	False	Victualling
"CROWE, Mr George Frederick"	Crew	Southampton	Saloon Steward	0	30	Male	True	Victualling
"CRUMPLIN, Mr Charles George Chandler"	Crew	Belfast	Bed Room Steward	0	35	Male	False	Victualling
"CULLEN, Mr Charles James"	Crew	Belfast	1st Class Bedroom Steward	0	49	Male	True	Victualling
"CUNNINGHAM, Mr Andrew Orr"	Crew	Belfast	1st Class Bedroom Steward	0	38	Male	True	Victualling
"DANIELS, Mr Sidney Edward"	Crew	Southampton	Third class steward	0	18	Male	True	Victualling
"DASHWOOD, Mr William George"	Crew	Southampton	Saloon Steward (2nd class)	0	18	Male	False	Victualling
"DAVIES, Mr Gordon Raleigh"	Crew	Belfast	1st Class Bedroom Steward	0	32	Male	False	Victualling
"DAVIES, Mr Robert J."	Crew	Belfast	Saloon Steward	0	26	Male	False	Victualling
"DAVIS, Mr John"	Crew	Belfast	Extra 2nd Baker	0	29	Male	False	Victualling
"DEAN, Mr George H."	Crew	Southampton	Assistant Saloon Steward	0	19	Male	False	Victualling
"DEEBLE, Mr Alfred Arnold"	Crew	Belfast	Saloon Steward (1st class)	0	34	Male	False	Victualling
"DERRETT, Mr Arthur Henry"	Crew	Belfast	Saloon Steward (1st class)	0	28	Male	False	Victualling
"DESLANDES, Mr Percival Stainer"	Crew	Southampton	Saloon Steward	0	36	Male	False	Victualling
"DINENAGE, Mr James Richard"	Crew	Southampton	Saloon Steward (1st class)	0	49	Male	False	Victualling
"DODD, Mr George Charles"	Crew	Belfast	"Second Steward, 1st Class"	0	44	Male	False	Victualling
"DOLBY, Mr Joseph"	Crew	Belfast	Reception Steward (1st Class)	0	38	Male	False	Victualling
"DONOGHUE, Mr Frank (?Thomas)"	Crew	Belfast	Bed Room Steward	0	35	Male	False	Victualling
"DOUGHTY, Mr Walter Thomas"	Crew	Southampton	Saloon Steward (2nd class)	0	22	Male	False	Victualling
"DUNFORD, Mr William"	Crew	Southampton	Hospital Steward	0	47	Male	False	Victualling
"DYER, Mr William Henry"	Crew	Southampton	Saloon Steward (1st class)	0	31	Male	False	Victualling
"EDBROOKE, Mr Francis Samuel Jacob"	Crew	Southampton	Third class steward	0	23	Male	False	Victualling
"EDE, Mr George Bulkeley"	Crew	Southampton	3rd Class Steward	0	22	Male	False	Victualling
"EDGE, Mr Frederick William"	Crew	Southampton	Deck Steward (2nd class)	0	39	Male	False	Victualling
"EDWARDS, Mr Charles Essex"	Crew	Southampton	Assistant Pantryman Steward (1st Class)	0	39	Male	False	Victualling
"EGG, Mr William Henry"	Crew	Southampton	Third class steward	0	47	Male	False	Victualling
"ELLIS, Mr John Bertie"	Crew	Southampton	Assistant Vegetable Cook	0	28	Male	True	Victualling
"ENNIS, Mr Walter"	Crew	Southampton	Turkish Bath Attendant	0	34	Male	False	Victualling
"ETCHES, Mr Henry Samuel"	Crew	Belfast	First class bedroom steward	0	43	Male	True	Victualling
"EVANS, Mr George Richard"	Crew	Belfast	Saloon Steward (1st class)	0	27	Male	False	Victualling
"FAIRALL, Mr Henry Charles"	Crew	Belfast	Saloon Steward (1st class)	0	38	Male	False	Victualling
"FARENDEN, Mr Ernest John"	Crew	Belfast	Confectioner	0	22	Male	False	Victualling
"FAULKNER, Mr William Stephen"	Crew	Belfast	1st Class Bedroom Steward	0	37	Male	True	Victualling
"FELLOWES, Mr Alfred James"	Crew	Belfast	Assistant boots steward (1st class)	0	29	Male	False	Victualling
"FELTHAM, Mr George William"	Crew	Southampton	Vienna Baker	0	36	Male	False	Victualling
"FINCH, Mr Henry Herman"	Crew	Southampton	Steward (3rd Class)	0	18	Male	False	Victualling
"FLETCHER, Mr Percy William"	Crew	Belfast	Bugler Steward	0	26	Male	False	Victualling
"FOLEY, Mr Wilfred Cyril"	Crew	Southampton	3rd Class Steward	0	22	Male	True	Victualling
"FORD, Mr Ernest"	Crew	Southampton	3rd Class Steward	0	32	Male	False	Victualling
"FORD, Mr Francis"	Crew	Southampton	Bedroom Steward (2nd class)	0	37	Male	False	Victualling
"FOX, Mr William Thomas"	Crew	Southampton	Steward	0	27	Male	False	Victualling
"FRANKLIN, Mr Alan Vincent"	Crew	Southampton	Saloon Steward (2nd class)	0	28	Male	False	Victualling
"FREEMAN, Mr Ernest Edward Samuel"	Crew	Belfast	Deck Steward (1st Class)	0	45	Male	False	Victualling
"GEDDES, Mr Richard Charles"	Crew	Southampton	Bed Room Steward (1st class)	0	31	Male	False	Victualling
"GIBBONS, Mr Jacob William"	Crew	Southampton	Second Class Steward	0	36	Male	True	Victualling
"GILES, Mr John Robert"	Crew	Southampton	2nd Baker	0	32	Male	False	Victualling
"GILL, Mr Joseph Stanley"	Crew	Belfast	Bed Room Steward	0	38	Male	False	Victualling
"GILL, Mr Patrick"	Crew	Southampton	Ship's Cook	0	38	Male	False	Victualling
"GOLD, Mrs Jane Kate Coulson"	Crew	Southampton	Stewardess	0	45	Female	True	Victualling
"GOLLOP, Mr F."	Crew	Southampton	Assistant Passage Cook	0	28	Male	False	Victualling
"GOSHAWK, Mr Alfred James"	Crew	Belfast	Saloon Steward (1st class)	0	40	Male	False	Victualling
"GREGSON, Miss Mary"	Crew	Southampton	Stewardess	0	45	Female	True	Victualling
"GUNN, Mr Joseph Alfred"	Crew	Southampton	Assistant Saloon Steward (2nd Class)	0	28	Male	False	Victualling
"GUY, Mr Elgar John"	Crew	Southampton	Boots	0	28	Male	True	Victualling
"GWINN, Mr William Logan"	Crew	Southampton	Postal Clerk / Postman	0	37	Male	False	Victualling
"HALFORD, Mr Walter Stamford"	Crew	Southampton	Steward	0	22	Male	True	Victualling
"HALL, Mr Frank Alfred James"	Crew	Southampton	Scullion	0	38	Male	False	Victualling
"HAMBLYN, Mr Ernest William"	Crew	Southampton	2nd Class Bedroom Steward	0	46	Male	False	Victualling
"HAMILTON, Mr Ernest"	Crew	Belfast	Assistant Smoke Room Steward (1st class)	0	25	Male	False	Victualling
"HARDING, Mr Alfred John"	Crew	Southampton	Assistant Pantry Steward (2nd class)	0	20	Male	False	Victualling
"HARDWICK, Mr Reginald"	Crew	Southampton	Kitchen Porter	0	21	Male	True	Victualling
"HARDY, Mr John"	Crew	Belfast	Chief Second Class Steward	0	40	Male	True	Victualling
"HARRIS, Mr Charles William"	Crew	Southampton	Saloon Steward (2nd class)	0	19	Male	False	Victualling
"HARRIS, Mr Clifford Henry"	Crew	Southampton	Bell Boy	0	16	Male	False	Victualling
"HARRIS, Mr Edward Matthew"	Crew	Southampton	Assistant Pantryman Steward (1st Class)	0	18	Male	False	Victualling
"HARRISON, Mr Arag�a Drummond"	Crew	Southampton	Saloon Steward (1st class)	0	40	Male	True	Victualling
"HART, Mr John Edward"	Crew	Southampton	Steward	0	31	Male	True	Victualling
"HARTNELL, Mr Fred"	Crew	Southampton	Saloon Steward	0	21	Male	True	Victualling
"HATCH, Mr Hugh"	Crew	Southampton	Scullion	0	23	Male	False	Victualling
"HAWKESWORTH, Mr James"	Crew	Southampton	Saloon Steward (2nd class)	0	38	Male	False	Victualling
"HAWKESWORTH, Mr William Walter"	Crew	Southampton	Deck Steward (1st class)	0	43	Male	False	Victualling
"HAYTER, Mr Arthur"	Crew	Belfast	Bed Room Steward	0	44	Male	False	Victualling
"HEINEN, Mr Joseph Dominichus"	Crew	Southampton	Saloon Steward (2nd class)	0	30	Male	False	Victualling
"HENDY, Mr Edward Martin"	Crew	Belfast	Saloon Steward	0	39	Male	False	Victualling
"HENSFORD, Mr Herbert George Ernest"	Crew	Southampton	Assistant Butcher	0	26	Male	False	Victualling
"HEWITT, Mr Thomas"	Crew	Belfast	Bed Room Steward (1st class)	0	37	Male	False	Victualling
"HILL, Mr H. P."	Crew	Southampton	Steward	0	36	Male	False	Victualling
"HILL, Mr James Colston"	Crew	Belfast	1st Class Bedroom Steward	0	38	Male	False	Victualling
"HINCKLEY, Mr George Herbert"	Crew	Southampton	Bathroom Steward (1st Class)	0	39	Male	False	Victualling
"HINE, Mr William Edward"	Crew	Southampton	3rd Baker	0	36	Male	False	Victualling
"HISCOCK, Mr Sydney George"	Crew	Southampton	Plate Steward	0	22	Male	False	Victualling
"HOARE, Mr Leonard James"	Crew	Belfast	Saloon Steward	0	16	Male	False	Victualling
"HOGG, Mr Charles William"	Crew	Southampton	1st Class Bedroom Steward	0	43	Male	False	Victualling
"HOGUE, Mr E."	Crew	Southampton	Plate Steward	0	22	Male	False	Victualling
"HOLLAND, Mr Thomas"	Crew	Belfast	Reception Steward	0	28	Male	False	Victualling
"HOLLOWAY, Mr Sidney"	Crew	Southampton	Assistant clothes presser steward	0	20	Male	False	Victualling
"HOPKINS, Mr Frederick William"	Crew	Southampton	Plate Steward	0	16	Male	False	Victualling
"HOUSE, Mr William John"	Crew	Belfast	Saloon Steward (1st class)	0	38	Male	False	Victualling
"HOWELL, Mr Arthur Albert"	Crew	Belfast	Saloon Steward (1st class)	0	31	Male	False	Victualling
"HUGHES, Mr William Thomas"	Crew	Southampton	Assistant Second Steward (1st Class)	0	33	Male	False	Victualling
"HUMBY, Mr Frederick Charles"	Crew	Southampton	Plate Steward (2nd Class)	0	17	Male	False	Victualling
"HUMPHREYS, Mr Humphrey"	Crew	Southampton	"Assistant Saloon Steward, 2nd Class"	0	31	Male	False	Victualling
"HUTCHINSON, Mr James"	Crew	Southampton	Vegetable. Cook	0	28	Male	False	Victualling
"HYLAND, Mr James Leo"	Crew	Southampton	Steward (3rd Class)	0	19	Male	True	Victualling
"IDE, Mr Harry John"	Crew	Southampton	1st Class Bedroom Steward	0	31	Male	False	Victualling
"INGROUILLE, Mr Henry"	Crew	Southampton	Steward	0	21	Male	False	Victualling
"INGS, Mr William Ernest"	Crew	Southampton	Scullion	0	20	Male	False	Victualling
"JACKSON, Mr Cecil"	Crew	Belfast	Assistant boots steward (1st class)	0	22	Male	False	Victualling
"JANAWAY, Mr William Frank"	Crew	Belfast	Bed Room Steward	0	35	Male	False	Victualling
"JENNER, Mr Thomas Henry (Harry)"	Crew	Belfast	Saloon Steward	0	55	Male	False	Victualling
"JENSEN, Mr Charles Valdemar"	Crew	Southampton	Saloon Steward	0	25	Male	False	Victualling
"JESSOP, Miss Violet Constance"	Crew	Southampton	Stewardess	0	24	Female	True	Victualling
"JOHNSTON, Mr James"	Crew	Belfast	Saloon Steward	0	41	Male	True	Victualling
"JONES, Mr Albert Hugh Brabner"	Crew	Southampton	Saloon Steward (2nd class)	0	17	Male	False	Victualling
"JONES, Mr Arthur Ernest"	Crew	Southampton	Plate Steward (2nd Class)	0	37	Male	False	Victualling
"JONES, Mr H."	Crew	Southampton	Roast Cook	0	29	Male	False	Victualling
"JONES, Mr Victor Reginald"	Crew	Southampton	Saloon Steward (1st class)	0	20	Male	False	Victualling
"JOUGHIN, Mr Charles John"	Crew	Belfast	Chief Baker	0	32	Male	True	Victualling
"KEEN, Mr Percy Edward"	Crew	Southampton	Saloon Steward (1st class)	0	30	Male	True	Victualling
"KELLAND, Mr Thomas"	Crew	Southampton	2nd class library steward	0	18	Male	False	Victualling
"KENNELL, Mr Charles"	Crew	Southampton	Hebrew Cook	0	30	Male	False	Victualling
"KERLEY, Mr William Thomas"	Crew	Southampton	Assistant Saloon Steward (2nd class)	0	28	Male	False	Victualling
"KETCHLEY, Mr Henry"	Crew	Belfast	Saloon Steward	0	35	Male	False	Victualling
"KIERAN, Mr James William"	Crew	Southampton	Chief 3rd Class Steward	0	34	Male	False	Victualling
"KIERAN, Mr Edgar Michael"	Crew	Southampton	Storekeeper	0	34	Male	False	Victualling
"KING, Mr Alfred John Moffett"	Crew	Southampton	Lift Steward	0	18	Male	False	Victualling
"KING, Mr Ernest Waldron"	Crew	Southampton	Clerk (1st class)	0	28	Male	False	Victualling
"KING, Mr G."	Crew	Southampton	Scullion	0	20	Male	False	Victualling
"KINGSCOTE, Mr William Ford"	Crew	Southampton	Saloon Steward (1st class)	0	42	Male	False	Victualling
"KIRKALDY, Mr Thomas Benjamin"	Crew	Southampton	Bed Room Steward	0	39	Male	False	Victualling
"KITCHING, Mr Arthur Alfred"	Crew	Southampton	Saloon Steward (1st class)	0	30	Male	False	Victualling
"KLEIN, Mr Herbert"	Crew	Southampton	Barber	0	33	Male	False	Victualling
"KNIGHT, Mr George"	Crew	Southampton	Saloon Steward	0	44	Male	True	Victualling
"KNIGHT, Mr Leonard George"	Crew	Southampton	Steward (3rd class)	0	21	Male	False	Victualling
"LACEY, Mr Bertie William"	Crew	Southampton	"Assistant Saloon steward, 2nd Class"	0	19	Male	False	Victualling
"LAKE, Mr William"	Crew	Belfast	Saloon Steward	0	35	Male	False	Victualling
"LANE, Mr Albert Edward"	Crew	Southampton	Saloon Steward (1st class)	0	34	Male	False	Victualling
"LATIMER, Mr Andrew"	Crew	Belfast	Chief Steward	0	55	Male	False	Victualling
"LAVINGTON, Miss Elizabeth"	Crew	Southampton	Stewardess	0	40	Female	True	Victualling
"LAWRENCE, Mr Arthur"	Crew	Belfast	Saloon Steward (1st class)	0	35	Male	False	Victualling
"LEADER, Mr Archibald"	Crew	Southampton	Confectioner	0	22	Male	False	Victualling
"LEATHER, Mrs Elizabeth Mary"	Crew	Southampton	Stewardess	0	41	Female	True	Victualling
"LEE, Mr Henry Reginald"	Crew	Southampton	Scullion	0	29	Male	True	Victualling
"LEFEBVRE, Mr Paul Georges"	Crew	Southampton	Saloon Steward	0	35	Male	False	Victualling
"LEONARD, Mr Matthew"	Crew	Belfast	3rd Class Steward	0	25	Male	False	Victualling
"LEVETT, Mr George Alfred"	Crew	Belfast	Assistant Pantryman Steward (1st Class)	0	21	Male	False	Victualling
"LEWIS, Mr Arthur Ernest Read"	Crew	Southampton	Steward	0	27	Male	True	Victualling
"LIGHT, Mr Charles Edward"	Crew	Southampton	Plate Steward (1st class)	0	23	Male	False	Victualling
"LITTLEJOHN, Mr Alexander James"	Crew	Belfast	Saloon Steward (1st class)	0	40	Male	True	Victualling
"LLOYD, Mr Humphrey"	Crew	Belfast	Saloon Steward (1st class)	0	41	Male	False	Victualling
"LOCKE, Mr A."	Crew	Southampton	Scullion	0	33	Male	False	Victualling
"LONGMUIR, Mr John Dickson"	Crew	Southampton	Assistant Pantry Steward (2nd class)	0	19	Male	False	Victualling
"LOVELL, Mr John"	Crew	Southampton	Grill Cook	0	37	Male	False	Victualling
"LUCAS, Mr William Watson"	Crew	Belfast	Saloon Steward (1st class)	0	31	Male	True	Victualling
"LYDIATT, Mr Charles"	Crew	Southampton	Saloon Steward (1st class)	0	45	Male	False	Victualling
"MABEY, Mr John Charles"	Crew	Southampton	3rd Class Steward	0	23	Male	False	Victualling
"MACKAY, Mr Charles Donald"	Crew	Belfast	Saloon Steward	0	34	Female	True	Victualling
"MACKIE, Mr George William"	Crew	Southampton	2nd Class Bedroom Steward	0	34	Male	False	Victualling
"MAJOR, Mr Thomas Edgar"	Crew	Belfast	Bathroom Steward (1st Class)	0	35	Male	False	Victualling
"MANTLE, Mr Roland Frederick"	Crew	Southampton	3rd Class Steward	0	40	Male	False	Victualling
"MARCH, Mr John Starr"	Crew	Southampton	Postal Clerk / Postman	0	50	Male	False	Victualling
"MARKS, Mr James"	Crew	Southampton	Assistant Pantryman Steward (1st Class)	0	27	Male	False	Victualling
"MARRIOTT, Mr John William"	Crew	Southampton	Assistant Pantryman Steward (1st Class)	0	20	Male	False	Victualling
"MARSDEN, Miss Evelyn"	Crew	Southampton	Stewardess	0	28	Female	True	Victualling
"MARTIN, Mrs Annie Martha"	Crew	Southampton	Stewardess	0	39	Female	True	Victualling
"MAYNARD, Mr Isaac Hiram"	Crew	Belfast	Entr�e Cook	0	31	Male	True	Victualling
"MAYTUM, Mr Alfred"	Crew	Belfast	Chief Butcher	0	52	Male	False	Victualling
"M�LLER, Mr Ludwig"	Crew	Southampton	Interpreter Steward (3rd Class)	0	36	Male	False	Victualling
"MCCARTHY, Mr Frederick James"	Crew	Southampton	Bedroom Steward (1st Class)	0	38	Male	False	Victualling
"MCCAWLEY, Mr Thomas W."	Crew	Belfast	Gymnasium Steward	0	36	Male	False	Victualling
"MCELROY, Mr Hugh Walter"	Crew	Southampton	Purser	0	37	Male	False	Victualling
"MCGRADY, Mr James"	Crew	Southampton	Saloon Steward	0	27	Male	False	Victualling
"MCLAREN, Mrs Hypatia"	Crew	Southampton	Stewardess	0	40	Female	True	Victualling
"MCMICKEN, Mr Arthur"	Crew	Belfast	Saloon Steward (1st class)	0	23	Male	True	Victualling
"MCMICKEN, Mr Benjamin Tucker"	Crew	Belfast	Second Pantry Steward	0	21	Male	False	Victualling
"MCMULLIN, Mr John Richard"	Crew	Belfast	First class saloon steward	0	32	Male	False	Victualling
"MCMURRAY, Mr William"	Crew	Belfast	1st Class Bedroom Steward	0	43	Male	False	Victualling
"MELLOR, Mr Arthur"	Crew	Southampton	Saloon Steward	0	34	Male	False	Victualling
"MIDDLETON, Mr Mark Victor"	Crew	Southampton	Saloon Steward (2nd class)	0	24	Male	False	Victualling
"MILLS, Mr Christopher"	Crew	Southampton	Butcher	0	51	Male	True	Victualling
"MISHELLANY, Mr Abraham Mansoor"	Crew	Belfast	Printer Steward	0	53	Male	False	Victualling
"MOORE, Mr Alfred Ernest"	Crew	Southampton	"Saloon Steward, 2nd Class"	0	39	Male	False	Victualling
"MORGAN (BIRD), Mr Charles Frederick"	Crew	Southampton	Storekeeper (1st Class)	0	42	Male	False	Victualling
"MORRIS, Mr Frank Herbert"	Crew	Belfast	Bathroom Steward (1st Class)	0	28	Male	True	Victualling
"MOSS, Mr William"	Crew	Belfast	1st. Saloon Steward	0	34	Male	False	Victualling
"MULLIN, Mr Thomas"	Crew	Southampton	3rd Class Steward	0	20	Male	False	Victualling
"NEAL, Mr Bentley Harold"	Crew	Southampton	Baker	0	25	Male	True	Victualling
