Id	Longitude	Latitude	GeoName	StateAbb	State	County	TotalPop	MedAge	Education	Unemployment	Income	MedHomeValue	Obama	Zipcodes	Winner	RealZip	ElectoralFraction	ZipNumbers
24006	-88.280372	43.599163	Campbellsport village	WI	Wisconsin	Fond du Lac County	2076	40.6	17.4	8.4	26324	150625	0.4191	53010	Obama	53010	0.005201749	53010.0
24007	-88.4843	43.80911	North Fond du Lac village	WI	Wisconsin	Fond du Lac County	5156	38.4	13.7	9.2	24520	98535	0.4191	54937	Obama	54937	0.012919181	54937.0
24008	-88.168747	43.824494	St. Cloud village	WI	Wisconsin	Fond du Lac County	555	41.2	12.7	6.0	24284	125806	0.4191	53079	Obama	53079	0.001390641	53079.0
24009	-88.89722900000001	45.568717	Crandon city	WI	Wisconsin	Forest County	1932	40.8	12.7	10.9	19165	97321	0.5217	54520	Obama	54520	0.004840934	54520.0
24010	-90.797387	43.09231	Woodman village	WI	Wisconsin	Grant County	99	45.9	13.3	5.1	21377	80000	0.5606	53827	Obama	53827	0.00024806	53827.0
24011	-90.476324	42.73498	Platteville city	WI	Wisconsin	Grant County	10663	24.2	40.8	10.3	21192	122374	0.5606	53818	Obama	53818	0.026717849	53818.0
24012	-90.710875	42.687453000000005	Potosi village	WI	Wisconsin	Grant County	700	41.6	14.6	5.3	22318	102989	0.5606	53820	Obama	53820	0.0017539620000000002	53820.0
24013	-90.686868	42.690668	Tennyson village	WI	Wisconsin	Grant County	360	41.8	14.7	4.5	20464	112500	0.5606	53820	Obama	53820	0.000902037	53820.0
24014	-90.926674	42.893503	Bloomington village	WI	Wisconsin	Grant County	689	43.2	9.7	6.0	19011	75476	0.5606	53804	Obama	53804	0.0017264	53804.0
24015	-90.426941	42.969772	Montfort village	WI	Wisconsin	Grant County	676	35.7	19.7	7.8	17910	96563	0.5606	53569	Obama	53569	0.001693826	53569.0
24016	-90.419965	43.188961	Muscoda village	WI	Wisconsin	Grant County	1483	42.3	14.2	10.8	18649	82955	0.5606	53573	Obama	53573	0.003715893	53573.0
24017	-90.70800799999999	42.847521	Lancaster city	WI	Wisconsin	Grant County	3811	41.1	23.3	6.4	22550	103945	0.5606	53813	Obama	53813	0.009549069	53813.0
24018	-90.85920300000001	42.969615000000005	Mount Hope village	WI	Wisconsin	Grant County	191	45.9	13.1	5.2	21475	80000	0.5606	53816	Obama	53816	0.000478581	53816.0
24019	-90.651436	42.981001	Fennimore city	WI	Wisconsin	Grant County	2329	42.1	21.2	7.7	22122	100563	0.5606	53809	Obama	53809	0.005835681	53809.0
24020	-90.571911	43.185543	Blue River village	WI	Wisconsin	Grant County	449	44.0	19.7	8.3	21256	94375	0.5606	53518	Obama	53518	0.001125041	53518.0
24021	-90.98366899999999	42.713148	Cassville village	WI	Wisconsin	Grant County	1073	46.6	10.1	10.2	17376	83136	0.5606	53806	Obama	53806	0.002688573	53806.0
24022	-90.423975	42.534273999999996	Hazel Green village	WI	Wisconsin	Grant County	1174	38.0	17.5	8.5	22733	101215	0.5606	53803	Obama	53803	0.002941644	53803.0
24023	-90.424204	42.604231	Cuba City	WI	Wisconsin	Grant County	2092	43.4	15.6	6.4	21046	104405	0.5606	53807	Obama	53807	0.00524184	53807.0
24024	-90.972313	42.940382	Patch Grove village	WI	Wisconsin	Grant County	176	40.4	13.2	6.3	19891	95000	0.5606	53817	Obama	53817	0.000440996	53817.0
24025	-90.702404	43.138886	Boscobel city	WI	Wisconsin	Grant County	3013	38.3	14.0	8.8	18477	91919	0.5606	53805	Obama	53805	0.0075495530000000005	53805.0
24026	-90.42561500000001	42.900096999999995	Livingston village	WI	Wisconsin	Grant County	650	41.5	15.3	5.3	19973	98810	0.5606	53554	Obama	53554	0.0016286789999999998	53554.0
24027	-90.593163	42.626195	Dickeyville village	WI	Wisconsin	Grant County	1047	39.3	13.8	6.1	23555	127621	0.5606	53808	Obama	53808	0.002623426	53808.0
24028	-91.09711300000001	42.901181	Bagley village	WI	Wisconsin	Grant County	364	46.0	13.1	5.5	18491	95625	0.5606	53801	Obama	53801	0.00091206	53801.0
24029	-89.36945	42.859226	Brooklyn village	WI	Wisconsin	Green County	1065	40.6	25.4	6.9	27435	206667	0.58	53521	Obama	53521	0.002668528	53521.0
24030	-89.37656700000001	42.61688	Brodhead city	WI	Wisconsin	Green County	3313	36.9	16.4	6.9	23868	111692	0.58	53520	Obama	53520	0.00830125	53520.0
24031	-89.436746	42.706915	Albany village	WI	Wisconsin	Green County	1347	37.6	12.7	14.3	24303	116554	0.58	53502	Obama	53502	0.003375124	53502.0
24032	-89.789338	42.578789	Browntown village	WI	Wisconsin	Green County	262	42.1	15.6	9.0	21859	140000	0.58	53522	Obama	53522	0.000656483	53522.0
24033	-89.58950300000001	42.745696	Monticello village	WI	Wisconsin	Green County	1302	41.8	21.1	6.5	27344	131780	0.58	53570	Obama	53570	0.003262369	53570.0
24034	-89.643022	42.600321	Monroe city	WI	Wisconsin	Green County	11197	40.7	21.3	10.1	24944	127172	0.58	53566	Obama	53566	0.028055871	53566.0
24035	-89.63488199999999	42.81305	New Glarus village	WI	Wisconsin	Green County	2426	40.7	28.9	7.5	28709	165179	0.58	53574	Obama	53574	0.00607873	53574.0
24036	-88.937925	43.989318	Berlin city	WI	Wisconsin	Green Lake County	5165	41.0	18.8	8.6	22437	108102	0.392	54923	Obama	54923	0.012941732	54923.0
24037	-89.138468	43.746136	Marquette village	WI	Wisconsin	Green Lake County	165	49.7	19.2	6.6	21241	159375	0.392	53947	Obama	53947	0.000413434	53947.0
24038	-88.99073299999999	43.709706	Markesan city	WI	Wisconsin	Green Lake County	1428	38.4	16.4	8.2	24594	108268	0.392	53946	Obama	53946	0.0035780820000000002	53946.0
24039	-88.956203	43.842718	Green Lake city	WI	Wisconsin	Green Lake County	1103	51.8	29.3	8.7	26503	147857	0.392	54941	Obama	54941	0.002763743	54941.0
24040	-89.130514	43.852668	Princeton city	WI	Wisconsin	Green Lake County	1486	48.1	9.1	14.7	20179	101149	0.392	54968	Obama	54968	0.00372341	54968.0
24041	-89.130545	43.69319	Kingston village	WI	Wisconsin	Green Lake County	301	35.4	11.6	9.0	18126	113125	0.392	53939	Obama	53939	0.000754204	53939.0
24042	-89.934218	42.875636	Hollandale village	WI	Wisconsin	Iowa County	317	44.5	17.2	9.9	21205	133333	0.6466	53544	Obama	53544	0.000794294	53544.0
24043	-89.895237	43.014762	Barneveld village	WI	Wisconsin	Iowa County	1248	38.8	25.3	7.3	24585	171324	0.6466	53507	Obama	53507	0.003127063	53507.0
24044	-90.13032199999999	42.964794	Dodgeville city	WI	Wisconsin	Iowa County	4508	39.7	25.8	7.0	26999	126481	0.6466	53533	Obama	53533	0.011295514	53533.0
24045	-90.274199	42.918510999999995	Linden village	WI	Wisconsin	Iowa County	695	37.8	13.7	8.6	19312	123810	0.6466	53553	Obama	53553	0.001741433	53553.0
24046	-89.909552	43.164148	Arena village	WI	Wisconsin	Iowa County	867	40.9	16.9	7.7	22732	154276	0.6466	53503	Obama	53503	0.0021724070000000003	53503.0
24047	-89.99317099999999	42.998543	Ridgeway village	WI	Wisconsin	Iowa County	660	39.0	16.3	8.8	22866	147348	0.6466	53582	Obama	53582	0.001653735	53582.0
24048	-90.326084	43.190099	Avoca village	WI	Wisconsin	Iowa County	624	39.6	8.7	9.2	17743	68947	0.6466	53540	Obama	53540	0.001563532	53540.0
24049	-90.183699	42.862148	Mineral Point city	WI	Wisconsin	Iowa County	2725	40.6	27.8	8.1	23617	132353	0.6466	53565	Obama	53565	0.0068279230000000005	53565.0
24050	-90.39593	42.841782	Rewey village	WI	Wisconsin	Iowa County	343	35.6	21.1	7.2	18279	109091	0.6466	53580	Obama	53580	0.0008594410000000001	53580.0
24051	-90.380054	43.047508	Highland village	WI	Wisconsin	Iowa County	911	40.2	12.0	8.8	20819	114912	0.6466	53543	Obama	53543	0.002282656	53543.0
24052	-90.32956899999999	42.966011	Cobb village	WI	Wisconsin	Iowa County	481	41.3	16.7	7.7	19701	115625	0.6466	53526	Obama	53526	0.001205222	53526.0
24053	-90.196608	46.443045	Hurley city	WI	Wisconsin	Iron County	1678	47.0	11.7	9.7	18919	55733	0.4912	54525	Obama	54525	0.004204497	54525.0
24054	-90.238228	46.431384	Montreal city	WI	Wisconsin	Iron County	765	44.0	12.6	9.2	18563	54889	0.4912	54525	Obama	54525	0.00191683	54525.0
24055	-91.015178	44.383312	Hixton village	WI	Wisconsin	Jackson County	466	41.6	10.3	6.9	20823	107386	0.5689	54635	Obama	54635	0.001167637	54635.0
24056	-91.120482	44.321793	Taylor village	WI	Wisconsin	Jackson County	590	37.7	9.8	9.8	17315	70000	0.5689	54659	Obama	54659	0.001478339	54659.0
24057	-90.850791	44.298828	Black River Falls city	WI	Wisconsin	Jackson County	3743	42.6	21.7	8.6	24267	109493	0.5689	54615	Obama	54615	0.009378684	54615.0
24058	-90.91290699999999	44.436997	Alma Center village	WI	Wisconsin	Jackson County	454	37.9	10.3	7.3	18578	93462	0.5689	54611	Obama	54611	0.001137569	54611.0
24059	-90.835643	44.450645	Merrillan village	WI	Wisconsin	Jackson County	653	40.5	13.4	8.6	18775	88889	0.5689	54754	Obama	54754	0.0016361960000000001	54754.0
24060	-90.997378	44.131436	Melrose village	WI	Wisconsin	Jackson County	592	44.6	14.4	6.0	21372	108854	0.5689	54642	Obama	54642	0.0014833510000000002	54642.0
24061	-88.587793	42.878524	Palmyra village	WI	Wisconsin	Jefferson County	1968	40.2	17.3	10.3	24308	164693	0.4552	53156	Obama	53156	0.004931138	53156.0
24062	-88.543605	43.136546	Lake Lac La Belle CDP	WI	Wisconsin	Jefferson County	1105	40.9	24.1	8.1	29890	212740	0.4552	53036	Obama	53036	0.0027687540000000004	53036.0
24063	-88.691525	42.923311	Hebron CDP	WI	Wisconsin	Jefferson County	250	41.8	15.0	10.6	26036	141071	0.4552	53137	Obama	53137	0.000626415	53137.0
24064	-88.774029	43.080086	Johnson Creek village	WI	Wisconsin	Jefferson County	2152	36.2	18.8	9.7	23721	136207	0.4552	53038	Obama	53038	0.00539218	53038.0
24065	-88.589774	43.010839000000004	Sullivan village	WI	Wisconsin	Jefferson County	737	41.4	16.2	8.6	26290	190000	0.4552	53178	Obama	53178	0.001846671	53178.0
24066	-88.63999100000001	42.98213	Rome CDP	WI	Wisconsin	Jefferson County	625	40.6	17.1	8.9	26339	202907	0.4552	53137	Obama	53137	0.0015660370000000002	53137.0
24067	-88.8075	43.006426	Jefferson city	WI	Wisconsin	Jefferson County	7602	39.5	16.2	12.3	24952	155445	0.4552	53549	Obama	53549	0.019048025	53549.0
24068	-88.844796	42.923148	Fort Atkinson city	WI	Wisconsin	Jefferson County	12041	38.7	23.3	10.6	26359	157171	0.4552	53538	Obama	53538	0.030170647999999998	53538.0
24069	-88.905964	43.074604	Lake Mills city	WI	Wisconsin	Jefferson County	5548	38.8	30.5	10.4	25410	174035	0.4552	53551	Obama	53551	0.013901400000000001	53551.0
24070	-88.987854	43.001846	Lake Ripley CDP	WI	Wisconsin	Jefferson County	1671	43.0	34.7	8.5	30132	195962	0.4552	53523	Obama	53523	0.004186957	53523.0
24071	-88.597665	43.137011	Ixonia CDP	WI	Wisconsin	Jefferson County	1036	41.7	21.8	7.9	28153	212374	0.4552	53036	Obama	53036	0.002595863	53036.0
24072	-88.9424	42.883787	Lake Koshkonong CDP	WI	Wisconsin	Jefferson County	1264	44.9	22.1	7.8	27839	189706	0.4552	53538	Obama	53538	0.003167154	53538.0
24073	-88.989808	43.183536	Waterloo city	WI	Wisconsin	Jefferson County	3320	35.8	19.4	8.8	27779	156383	0.4552	53594	Obama	53594	0.00831879	53594.0
24074	-88.726933	43.207059	Watertown city	WI	Wisconsin	Jefferson County	22291	36.3	19.7	10.2	24689	155637	0.4552	53098	Obama	53098	0.05585365900000001	53098.0
24075	-88.70011	43.016791999999995	Helenville CDP	WI	Wisconsin	Jefferson County	235	42.9	15.7	9.2	25897	189773	0.4552	53137	Obama	53137	0.00058883	53137.0
24076	-89.89461899999999	43.709201	Lyndon Station village	WI	Wisconsin	Juneau County	509	41.5	10.7	7.6	20334	115217	0.5278	53944	Obama	53944	0.0012753810000000001	53944.0
24077	-90.071474	44.023932	Necedah village	WI	Wisconsin	Juneau County	962	40.6	11.7	11.2	18420	94000	0.5278	54646	Obama	54646	0.002410445	54646.0
24078	-90.263288	43.682683000000004	Union Center village	WI	Wisconsin	Juneau County	240	45.1	7.3	8.9	19200	106818	0.5278	53962	Obama	53962	0.0006013580000000001	53962.0
24079	-90.22393199999999	43.6522	Wonewoc village	WI	Wisconsin	Juneau County	949	42.6	13.1	10.9	20383	89844	0.5278	53968	Obama	53968	0.002377871	53968.0
24080	-90.26937099999999	43.919412	Camp Douglas village	WI	Wisconsin	Juneau County	679	43.0	8.8	8.8	20751	92037	0.5278	54637	Obama	54637	0.001701343	54637.0
24081	-90.27072	43.741440000000004	Elroy city	WI	Wisconsin	Juneau County	1861	38.9	17.5	10.8	19701	89182	0.5278	53929	Obama	53929	0.004663033	53929.0
24082	-90.265698	43.87729	Hustler village	WI	Wisconsin	Juneau County	131	42.5	8.8	8.8	20798	92000	0.5278	54637	Obama	54637	0.000328241	54637.0
24083	-90.163279	43.878032	New Lisbon city	WI	Wisconsin	Juneau County	1434	41.8	14.1	11.1	23492	91481	0.5278	53950	Obama	53950	0.003593116	53950.0
24084	-90.079693	43.801037	Mauston city	WI	Wisconsin	Juneau County	4325	38.4	15.5	8.9	21269	84599	0.5278	53948	Obama	53948	0.010836978	53948.0
24085	-87.865279	42.584668	Kenosha city	WI	Wisconsin	Kenosha County	96973	34.8	21.8	14.0	25065	141424	0.5546	53144	Obama	53144	0.242981334	53144.0
24086	-88.14364499999999	42.527923	Camp Lake CDP	WI	Wisconsin	Kenosha County	3749	37.8	11.6	11.5	21436	148796	0.5546	53179	Obama	53179	0.009393718	53179.0
24087	-87.889398	42.526506	Pleasant Prairie village	WI	Wisconsin	Kenosha County	19758	39.6	32.1	10.0	32621	193510	0.5546	53158	Obama	53158	0.049506824000000005	53158.0
24088	-88.069468	42.503177	Lake Shangrila CDP	WI	Wisconsin	Kenosha County	917	42.1	17.5	12.6	25386	175781	0.5546	53104	Obama	53104	0.00229769	53104.0
24089	-88.29500999999999	42.54538	Powers Lake CDP	WI	Wisconsin	Kenosha County	1593	39.5	17.4	10.6	25685	188218	0.5546	53128	Obama	53128	0.003991516	53128.0
24090	-88.16718	42.549623	Silver Lake village	WI	Wisconsin	Kenosha County	2611	38.5	20.5	11.7	25711	148841	0.5546	53170	Obama	53170	0.006542276999999999	53170.0
24091	-88.100009	42.572041	Paddock Lake village	WI	Wisconsin	Kenosha County	3134	37.9	17.8	8.8	26150	148958	0.5546	53168	Obama	53168	0.007852737	53168.0
24092	-88.26028000000001	42.519927	Twin Lakes village	WI	Wisconsin	Kenosha County	5683	39.6	23.3	11.2	28217	184249	0.5546	53181	Obama	53181	0.014239663999999999	53181.0
24093	-87.617981	44.554543	Casco village	WI	Wisconsin	Kewaunee County	639	38.7	14.6	7.1	21600	124679	0.4669	54205	Obama	54205	0.0016011170000000002	54205.0
24094	-87.70683000000001	44.54415	Luxemburg village	WI	Wisconsin	Kewaunee County	2183	36.4	10.4	5.3	21156	129918	0.4669	54217	Obama	54217	0.005469855	54217.0
24095	-87.51360799999999	44.460201	Kewaunee city	WI	Wisconsin	Kewaunee County	2775	44.2	17.4	10.3	21435	97313	0.4669	54216	Obama	54216	0.006953206	54216.0
24096	-87.446273	44.605810999999996	Algoma city	WI	Wisconsin	Kewaunee County	3414	44.3	18.4	7.0	22715	93320	0.4669	54201	Obama	54201	0.008554322	54201.0
24097	-90.908979	43.906518	Rockland village	WI	Wisconsin	La Crosse County	656	37.5	13.1	6.5	20097	119758	0.5782	54653	Obama	54653	0.001643713	54653.0
24098	-90.990736	43.89242	Bangor village	WI	Wisconsin	La Crosse County	1479	38.3	14.0	6.9	20548	119886	0.5782	54614	Obama	54614	0.003705871	54614.0
24099	-91.225975	43.818622	La Crosse city	WI	Wisconsin	La Crosse County	51912	31.4	28.7	7.8	22431	119221	0.5782	54601	Obama	54601	0.13007380400000002	54601.0
24100	-91.209956	43.887392	Onalaska city	WI	Wisconsin	La Crosse County	16035	37.2	35.0	6.3	28813	153392	0.5782	54650	Obama	54650	0.040178253	54650.0
24101	-91.26269599999999	43.954731	Holmen village	WI	Wisconsin	La Crosse County	8176	34.3	24.1	6.6	23155	141338	0.5782	54636	Obama	54636	0.020486273	54636.0
24102	-91.08114499999999	43.899136	West Salem village	WI	Wisconsin	La Crosse County	4937	37.0	27.9	7.6	24249	133807	0.5782	54669	Obama	54669	0.012370441999999999	54669.0
24103	-91.30828199999999	43.93748	Brice Prairie CDP	WI	Wisconsin	La Crosse County	1791	35.7	22.6	7.1	24715	154054	0.5782	54636	Obama	54636	0.004487636	54636.0
24104	-91.26233	43.859575	French Island CDP	WI	Wisconsin	La Crosse County	4655	43.1	21.4	10.4	27592	136907	0.5782	54603	Obama	54603	0.011663846	54603.0
24105	-90.232192	42.573231	Shullsburg city	WI	Wisconsin	Lafayette County	1354	42.3	13.0	10.7	20124	83776	0.5704	53586	Obama	53586	0.0033926629999999998	53586.0
24106	-89.860777	42.815187	Blanchardville village	WI	Wisconsin	Lafayette County	804	42.4	16.9	4.8	21094	117982	0.5704	53516	Obama	53516	0.00201455	53516.0
24107	-90.383057	42.570112	Benton village	WI	Wisconsin	Lafayette County	930	41.8	18.0	8.7	19241	92105	0.5704	53803	Obama	53803	0.002330263	53803.0
24108	-90.332899	42.737626	Belmont village	WI	Wisconsin	Lafayette County	857	39.0	19.1	5.7	20673	105804	0.5704	53510	Obama	53510	0.00214735	53510.0
24109	-89.86569	42.701197	Argyle village	WI	Wisconsin	Lafayette County	799	42.1	14.1	6.4	20073	113032	0.5704	53504	Obama	53504	0.002002022	53504.0
24110	-90.023306	42.58012	Gratiot village	WI	Wisconsin	Lafayette County	266	43.2	14.1	4.3	20575	100000	0.5704	53541	Obama	53541	0.000666505	53541.0
24111	-89.876266	42.566844	South Wayne village	WI	Wisconsin	Lafayette County	510	43.4	12.4	4.4	20985	104044	0.5704	53587	Obama	53587	0.001277886	53587.0
24112	-90.11674000000001	42.681283	Darlington city	WI	Wisconsin	Lafayette County	2313	41.4	19.4	7.2	20573	94589	0.5704	53530	Obama	53530	0.005795591	53530.0
24113	-89.15589399999999	45.143843	Antigo city	WI	Wisconsin	Langlade County	8447	40.1	16.9	10.9	20477	81521	0.4347	54409	Obama	54409	0.021165307	54409.0
24114	-88.77035500000001	45.161665	White Lake village	WI	Wisconsin	Langlade County	348	48.1	13.9	10.1	20970	82000	0.4347	54491	Obama	54491	0.00087197	54491.0
24115	-89.70224	45.181717	Merrill city	WI	Wisconsin	Lincoln County	10217	38.5	17.9	12.8	22187	103682	0.49700000000000005	54452	Obama	54452	0.025600325	54452.0
24116	-89.722924	45.475116	Tomahawk city	WI	Wisconsin	Lincoln County	3756	43.8	20.8	14.8	20228	110290	0.49700000000000005	54487	Obama	54487	0.009411258	54487.0
24117	-87.74587700000001	43.918137	Cleveland village	WI	Wisconsin	Manitowoc County	1431	41.5	23.4	7.9	24746	139224	0.4788	53015	Obama	53015	0.003585599	53015.0
24118	-88.02369499999999	43.916469	Kiel city	WI	Wisconsin	Manitowoc County	3511	38.4	18.0	8.1	25204	131462	0.4788	53042	Obama	53042	0.008797371	53042.0
24119	-87.884457	44.065877	Valders village	WI	Wisconsin	Manitowoc County	998	39.2	17.9	8.2	24051	142578	0.4788	54245	Obama	54245	0.002500648	54245.0
24120	-87.828055	44.145244	Whitelaw village	WI	Wisconsin	Manitowoc County	726	36.9	17.3	8.7	24573	137500	0.4788	54247	Obama	54247	0.001819109	54247.0
24121	-87.801672	44.277573	Maribel village	WI	Wisconsin	Manitowoc County	295	40.5	19.3	7.6	24788	164423	0.4788	54227	Obama	54227	0.00073917	54227.0
24122	-87.642658	44.230214000000004	Mishicot village	WI	Wisconsin	Manitowoc County	1434	40.2	13.9	8.7	21558	119817	0.4788	54228	Obama	54228	0.003593116	54228.0
24123	-87.681514	44.098281	Manitowoc city	WI	Wisconsin	Manitowoc County	33659	40.8	20.6	10.5	25005	113858	0.4788	54220	Obama	54220	0.08433799800000001	54220.0
24124	-87.72076700000001	44.200939	Francis Creek village	WI	Wisconsin	Manitowoc County	696	42.1	15.0	8.1	25486	139145	0.4788	54214	Obama	54214	0.001743939	54214.0
24125	-87.582552	44.155693	Two Rivers city	WI	Wisconsin	Manitowoc County	12165	40.6	16.9	9.6	25127	106443	0.4788	54241	Obama	54241	0.03048135	54241.0
24126	-87.80210500000001	44.225313	Kellnersville village	WI	Wisconsin	Manitowoc County	383	42.3	12.2	8.8	23759	136413	0.4788	54215	Obama	54215	0.000959668	54215.0
24127	-87.924648	44.006591	St. Nazianz village	WI	Wisconsin	Manitowoc County	792	41.1	15.1	9.8	24035	148897	0.4788	54232	Obama	54232	0.001984482	54232.0
24128	-87.953986	44.153737	Reedsville village	WI	Wisconsin	Manitowoc County	1258	40.3	14.0	7.4	23263	124493	0.4788	54230	Obama	54230	0.00315212	54230.0
24129	-90.07224000000001	44.80089	Stratford village	WI	Wisconsin	Marathon County	1564	36.3	14.3	13.1	22639	95000	0.4632	54484	Obama	54484	0.0039188520000000004	54484.0
24130	-89.660788	44.840672999999995	Evergreen CDP	WI	Wisconsin	Marathon County	3857	36.9	27.6	10.9	29767	156498	0.4632	544HH	Obama	544HH	0.009664329000000001	0.0
24131	-89.677097	44.920667	Rib Mountain CDP	WI	Wisconsin	Marathon County	5939	42.0	36.4	9.8	30309	170370	0.4632	54401	Obama	54401	0.014881113	54401.0
24132	-90.29826700000001	44.754421	Spencer village	WI	Wisconsin	Marathon County	2032	37.3	15.3	8.2	21935	95353	0.4632	54479	Obama	54479	0.0050915	54479.0
24133	-89.683678	44.786889	Mosinee city	WI	Wisconsin	Marathon County	4124	37.6	18.8	10.0	25516	119172	0.4632	54455	Obama	54455	0.01033334	54455.0
24134	-89.33736400000001	44.887018	Hatley village	WI	Wisconsin	Marathon County	503	39.4	15.8	6.3	24048	135985	0.4632	54440	Obama	54440	0.001260347	54440.0
24135	-89.614538	44.915172	Schofield city	WI	Wisconsin	Marathon County	2004	40.2	20.3	8.4	25786	106692	0.4632	54474	Obama	54474	0.005021342	54474.0
24136	-89.247702	44.784029	Elderon village	WI	Wisconsin	Marathon County	201	43.4	10.9	8.5	21234	111538	0.4632	54427	Obama	54427	0.000503638	54427.0
24137	-90.309501	44.851873	Unity village	WI	Wisconsin	Marathon County	383	36.8	12.0	7.0	18452	108854	0.4632	54488	Obama	54488	0.000959668	54488.0
24138	-89.617288	44.876069	Rothschild village	WI	Wisconsin	Marathon County	5350	41.2	26.9	6.8	26312	138918	0.4632	54474	Obama	54474	0.013405278999999999	54474.0
24139	-89.656355	45.027896000000005	Brokaw village	WI	Wisconsin	Marathon County	110	45.7	12.2	9.2	23316	141071	0.4632	54417	Obama	54417	0.000275623	54417.0
24140	-89.96350699999999	44.922647	Edgar village	WI	Wisconsin	Marathon County	1449	38.9	15.4	5.8	23534	126225	0.4632	54426	Obama	54426	0.0036307009999999996	54426.0
24141	-89.548926	44.890066999999995	Weston village	WI	Wisconsin	Marathon County	14000	32.7	22.9	9.0	26294	146942	0.4632	54476	Obama	54476	0.035079235	54476.0
24142	-90.014569	44.865768	Fenwood village	WI	Wisconsin	Marathon County	182	40.2	13.5	11.0	20847	112500	0.4632	54426	Obama	54426	0.00045603	54426.0
24143	-89.644864	44.960596	Wausau city	WI	Wisconsin	Marathon County	39750	38.6	25.6	9.9	25380	118146	0.4632	54401	Obama	54401	0.099599971	54401.0
24144	-89.842118	44.933704999999996	Marathon City village	WI	Wisconsin	Marathon County	1703	39.8	19.5	8.0	23737	122592	0.4632	54448	Obama	54448	0.004267138	54448.0
24145	-90.079233	45.03485	Athens village	WI	Wisconsin	Marathon County	1216	35.8	16.1	7.3	20461	102060	0.4632	54411	Obama	54411	0.0030468820000000003	54411.0
24146	-88.007703	45.234221999999995	Crivitz village	WI	Wisconsin	Marinette County	1050	44.2	13.9	10.0	20305	106500	0.4756	54114	Obama	54114	0.0026309429999999997	54114.0
24147	-87.999178	45.780142	Niagara city	WI	Wisconsin	Marinette County	1749	39.6	15.5	10.5	22547	76569	0.4756	54151	Obama	54151	0.004382399	54151.0
24148	-87.63059399999999	45.087413	Marinette city	WI	Wisconsin	Marinette County	10709	41.4	17.6	9.1	23247	79776	0.4756	54143	Obama	54143	0.026833108999999997	54143.0
24149	-88.034319	45.069748	Coleman village	WI	Wisconsin	Marinette County	700	42.9	18.2	11.9	20081	99286	0.4756	54112	Obama	54112	0.0017539620000000002	54112.0
24150	-87.955203	45.378059	Wausaukee village	WI	Wisconsin	Marinette County	580	48.0	11.8	11.6	18697	97000	0.4756	54177	Obama	54177	0.0014532829999999999	54177.0
24151	-87.747579	45.055593	Peshtigo city	WI	Wisconsin	Marinette County	3411	43.3	17.9	13.1	21284	96923	0.4756	54157	Obama	54157	0.008546805	54157.0
24152	-88.033387	45.095473	Pound village	WI	Wisconsin	Marinette County	356	42.2	12.9	9.9	18987	92500	0.4756	54112	Obama	54112	0.000892015	54112.0
24153	-89.213489	43.964849	Neshkoro village	WI	Wisconsin	Marquette County	486	51.6	11.2	9.0	21708	127632	0.4952	54960	Obama	54960	0.001217751	54960.0
24154	-89.562515	43.779671	Oxford village	WI	Wisconsin	Marquette County	552	43.1	10.5	7.2	20701	100000	0.4952	53952	Obama	53952	0.001383124	53952.0
24155	-89.468441	43.714636	Endeavor village	WI	Wisconsin	Marquette County	448	36.3	7.0	8.7	18881	119271	0.4952	53930	Obama	53930	0.0011225360000000002	53930.0
24156	-89.49333100000001	43.884725	Westfield village	WI	Wisconsin	Marquette County	1320	38.7	12.8	6.1	19756	98605	0.4952	53964	Obama	53964	0.0033074709999999998	53964.0
24157	-89.333727	43.793669	Montello city	WI	Wisconsin	Marquette County	1547	47.4	11.1	9.1	22413	116713	0.4952	53949	Obama	53949	0.003876255	53949.0
24158	-88.894362	45.017835	Zoar CDP	WI	Wisconsin	Menominee County	125	25.4	9.4	20.0	10542	63333	0.8649	54150	Obama	54150	0.000313207	54150.0
24159	-88.822643	44.987797	Neopit CDP	WI	Wisconsin	Menominee County	845	25.8	9.8	19.5	10552	64130	0.8649	54150	Obama	54150	0.0021172820000000003	54150.0
24160	-88.600593	44.87012	Keshena CDP	WI	Wisconsin	Menominee County	1381	22.3	12.4	31.3	9964	64545	0.8649	54135	Obama	54135	0.0034603159999999997	54135.0
24161	-88.54413100000001	44.89091	Legend Lake CDP	WI	Wisconsin	Menominee County	1633	41.4	20.7	17.0	16010	98056	0.8649	54135	Obama	54135	0.004091742	54135.0
24162	-87.900739	42.880235	Oak Creek city	WI	Wisconsin	Milwaukee County	33230	36.2	27.9	7.0	30562	182019	0.6749	53154	Obama	53154	0.08326307	53154.0
24163	-88.034773	43.061549	Wauwatosa city	WI	Wisconsin	Milwaukee County	46994	41.9	51.5	6.9	33031	182518	0.6749	53226	Obama	53226	0.11775097	53226.0
24164	-87.974923	43.174346	Brown Deer village	WI	Wisconsin	Milwaukee County	12289	45.6	35.7	7.9	30971	149397	0.6749	53223	Obama	53223	0.030792052	53223.0
24165	-87.901398	43.158190000000005	Fox Point village	WI	Wisconsin	Milwaukee County	7002	47.0	70.8	5.6	48040	261704	0.6749	53217	Obama	53217	0.017544629	53217.0
24166	-87.86256	42.911946	South Milwaukee city	WI	Wisconsin	Milwaukee County	21307	40.3	18.1	9.6	27302	145183	0.6749	53172	Obama	53172	0.05338809	53172.0
